# AS|ObservedPolicies|GeralPolicy
33038|0|NoPrepend
46652|0|NoPrepend
11440|0|NoPrepend
40762|0|NoPrepend
33660|0|NoPrepend
23127|0|NoPrepend
30072|2|Binary
393392|0|NoPrepend
394074|0|NoPrepend
397292|0|NoPrepend
394391|2;0|Mixed
29883|0|NoPrepend
15350|0|NoPrepend
23092|0|NoPrepend
46719|0|NoPrepend
19566|2|Binary
35874|3;2|Mixed
7753|0|NoPrepend
30268|0|NoPrepend
396566|1|Uniform
3601|0|NoPrepend
397444|0|NoPrepend
15335|0|NoPrepend
13868|2;0|Mixed
13512|0|NoPrepend
395796|0|NoPrepend
7086|0|NoPrepend
40954|1;0|Mixed
13913|0;2|Mixed
62533|2|Binary
31791|0|NoPrepend
394294|0|NoPrepend
393287|0|NoPrepend
394218|0|NoPrepend
396046|0;1|Mixed
22006|0|NoPrepend
22018|0|NoPrepend
12166|0;1|Mixed
3384|0|NoPrepend
62784|0;1|Mixed
54799|0;2|Mixed
13409|0|NoPrepend
5090|0|NoPrepend
14211|2|Binary
13745|0|NoPrepend
14834|0|NoPrepend
15144|0|NoPrepend
14872|0|NoPrepend
25992|0|NoPrepend
32363|0|NoPrepend
14938|0|NoPrepend
11430|0|NoPrepend
32766|0|NoPrepend
62953|0|NoPrepend
25625|0|NoPrepend
46446|2;0|Mixed
32459|0|NoPrepend
14390|0|NoPrepend
32473|0|NoPrepend
63343|0|NoPrepend
36523|1;2|Mixed
393397|2;0|Mixed
39981|0|NoPrepend
27363|2;1|Mixed
16590|0|NoPrepend
19961|0|NoPrepend
36447|0|NoPrepend
29890|0|NoPrepend
40002|0|NoPrepend
17008|2|Binary
18458|0|NoPrepend
40163|2|Binary
17278|0|NoPrepend
396010|2|Binary
30416|0|NoPrepend
395102|0;1|Mixed
8052|0|NoPrepend
2495|3|Diverse
393401|2|Binary
17331|0|NoPrepend
54123|0|NoPrepend
20257|0;2|Mixed
30255|1|Uniform
54726|0|NoPrepend
14543|0|NoPrepend
46646|0;1|Mixed
6362|0|NoPrepend
14287|0|NoPrepend
11612|0|NoPrepend
18647|2;0|Mixed
30497|0;1;2|Mixed
27569|0|NoPrepend
31996|0|NoPrepend
14257|2|Binary
26883|0|NoPrepend
395912|0|NoPrepend
21800|0|NoPrepend
14308|0|NoPrepend
14076|0|NoPrepend
21898|0|NoPrepend
22844|0;2|Mixed
17202|2|Binary
27541|0|NoPrepend
15261|0|NoPrepend
27018|0;1|Mixed
22976|0;2|Mixed
33362|2|Binary
13895|2|Binary
54527|0|NoPrepend
22964|0|NoPrepend
55220|0|NoPrepend
196962|1|Uniform
395754|0;1|Mixed
73|0|NoPrepend
54781|0|NoPrepend
21968|0|NoPrepend
13392|0|NoPrepend
1606|0|NoPrepend
395171|0|NoPrepend
32891|0|NoPrepend
21989|0|NoPrepend
40559|2|Binary
32146|2|Binary
36037|0|NoPrepend
14196|0|NoPrepend
14776|0|NoPrepend
5779|0|NoPrepend
393245|0|NoPrepend
14779|0|NoPrepend
36088|0|NoPrepend
14777|0|NoPrepend
32572|0|NoPrepend
19209|0|NoPrepend
22359|0|NoPrepend
395169|0|NoPrepend
33046|0|NoPrepend
23228|0|NoPrepend
30257|0|NoPrepend
7955|0|NoPrepend
35871|0|NoPrepend
32331|0|NoPrepend
393892|0|NoPrepend
395172|0|NoPrepend
53500|0|NoPrepend
394951|0|NoPrepend
394948|0|NoPrepend
64230|0|NoPrepend
395159|0|NoPrepend
393575|0|NoPrepend
12118|0|NoPrepend
16667|0|NoPrepend
46816|0|NoPrepend
26388|0|NoPrepend
7151|2|Binary
32016|0|NoPrepend
53346|0|NoPrepend
25875|0;2;1|Mixed
1429|1|Uniform
3856|0|NoPrepend
395962|0|NoPrepend
393564|0|NoPrepend
33427|0|NoPrepend
11827|0|NoPrepend
40861|0;2|Mixed
30247|0|NoPrepend
395123|0|NoPrepend
25981|0|NoPrepend
33416|1|Uniform
394572|0|NoPrepend
31745|2|Binary
13857|0|NoPrepend
10940|0|NoPrepend
36344|0|NoPrepend
200288|0|NoPrepend
53344|1|Uniform
16987|0|NoPrepend
132585|0;2|Mixed
135373|2;0|Mixed
3580|0|NoPrepend
26627|0|NoPrepend
46964|0|NoPrepend
53321|0|NoPrepend
30600|0|NoPrepend
54373|0|NoPrepend
30055|0|NoPrepend
36610|0;2;1|Mixed
395024|0|NoPrepend
2723|0|NoPrepend
10423|0|NoPrepend
53551|1|Uniform
32813|0|NoPrepend
8188|2;0|Mixed
{13908}|0|NoPrepend
396236|0|NoPrepend
54414|0|NoPrepend
53804|0|NoPrepend
26759|1;0;2|Mixed
54354|0|NoPrepend
27389|0|NoPrepend
27310|0|NoPrepend
36841|0|NoPrepend
40725|0|NoPrepend
33239|0|NoPrepend
46985|1;0|Mixed
46737|0|NoPrepend
46772|0|NoPrepend
36503|0|NoPrepend
30676|0|NoPrepend
25761|0|NoPrepend
21956|1;0|Mixed
15300|0|NoPrepend
22236|0|NoPrepend
35941|0|NoPrepend
15200|0|NoPrepend
14067|0|NoPrepend
5050|0;2;3|Mixed
395973|0;2|Mixed
20374|0|NoPrepend
36441|0|NoPrepend
14605|0;2|Mixed
29934|0|NoPrepend
18598|0;2|Mixed
11989|0|NoPrepend
63112|0;2|Mixed
53399|0|NoPrepend
55134|0|NoPrepend
14471|0|NoPrepend
62489|0|NoPrepend
33690|0|NoPrepend
32264|2|Binary
395471|1;2|Mixed
54175|2|Binary
3695|0|NoPrepend
54305|0;2|Mixed
1409|0|NoPrepend
13742|0|NoPrepend
46238|0|NoPrepend
23546|2;1|Mixed
14106|0|NoPrepend
396443|0|NoPrepend
394911|0|NoPrepend
19628|2|Binary
53483|0|NoPrepend
30366|0|NoPrepend
16647|1;0|Mixed
22419|0|NoPrepend
8149|0;1|Mixed
11854|0|NoPrepend
40083|0|NoPrepend
53842|0|NoPrepend
40620|0|NoPrepend
17142|0|NoPrepend
13362|0|NoPrepend
393218|0|NoPrepend
46427|0|NoPrepend
29788|0|NoPrepend
63027|0|NoPrepend
394551|0|NoPrepend
26993|0|NoPrepend
23435|1;0|Mixed
17068|0|NoPrepend
22495|0|NoPrepend
11143|1;0;2|Mixed
40488|0|NoPrepend
53493|0;2|Mixed
20084|2|Binary
55226|0|NoPrepend
393840|0|NoPrepend
395044|2|Binary
30019|0|NoPrepend
395459|0|NoPrepend
36709|0|NoPrepend
13833|0|NoPrepend
703|0|NoPrepend
21584|0|NoPrepend
18595|0|NoPrepend
36595|0|NoPrepend
27028|0|NoPrepend
13450|0|NoPrepend
36418|0|NoPrepend
62954|2|Binary
10921|0|NoPrepend
53897|0|NoPrepend
53621|0|NoPrepend
19719|0|NoPrepend
36801|0|NoPrepend
394519|0|NoPrepend
62559|0|NoPrepend
14580|1|Uniform
36680|0|NoPrepend
14666|0|NoPrepend
36531|0|NoPrepend
36446|0|NoPrepend
40358|1|Uniform
395675|0|NoPrepend
395315|0|NoPrepend
46695|0;2|Mixed
46613|0|NoPrepend
22895|0|NoPrepend
54592|0|NoPrepend
33270|0|NoPrepend
10981|0|NoPrepend
62765|0|NoPrepend
7954|0|NoPrepend
30650|0|NoPrepend
53595|0|NoPrepend
11044|0|NoPrepend
36808|0|NoPrepend
33484|0|NoPrepend
14631|0|NoPrepend
46192|0|NoPrepend
16636|0|NoPrepend
36112|0|NoPrepend
14832|0;2|Mixed
30537|0|NoPrepend
46458|0;2|Mixed
21631|0|NoPrepend
36755|0|NoPrepend
27230|0|NoPrepend
26992|0|NoPrepend
22393|0|NoPrepend
25863|0|NoPrepend
30242|0|NoPrepend
40372|0|NoPrepend
11925|0|NoPrepend
16767|0|NoPrepend
46774|0|NoPrepend
40815|1|Uniform
47066|0|NoPrepend
19133|0|NoPrepend
63442|0|NoPrepend
395464|0|NoPrepend
46549|1|Uniform
4887|0|NoPrepend
17291|0|NoPrepend
11298|2;0|Mixed
64283|0|NoPrepend
14135|0|NoPrepend
22291|0|NoPrepend
395143|0|NoPrepend
19643|0;2|Mixed
396070|0|NoPrepend
396193|2|Binary
395888|2|Binary
40779|0|NoPrepend
13667|0|NoPrepend
40547|0|NoPrepend
36002|0|NoPrepend
46416|2|Binary
10469|0|NoPrepend
36673|2|Binary
40023|0|NoPrepend
46820|0|NoPrepend
23173|0|NoPrepend
46908|0|NoPrepend
10732|0|NoPrepend
26503|0|NoPrepend
40845|0|NoPrepend
40522|0|NoPrepend
54633|0|NoPrepend
33322|0|NoPrepend
26140|0|NoPrepend
32162|2|Binary
27246|0|NoPrepend
53703|0|NoPrepend
394832|0|NoPrepend
22136|2|Binary
20377|0|NoPrepend
394738|0|NoPrepend
18851|0|NoPrepend
36083|0|NoPrepend
12002|0|NoPrepend
18893|0|NoPrepend
20184|0|NoPrepend
46235|2;0|Mixed
32160|0|NoPrepend
19158|0|NoPrepend
393740|0|NoPrepend
54360|0|NoPrepend
22931|0|NoPrepend
36100|1;0|Mixed
33255|0|NoPrepend
23175|0|NoPrepend
394147|0|NoPrepend
23183|0|NoPrepend
7832|2;0;1|Mixed
14954|0|NoPrepend
18856|0|NoPrepend
395236|0|NoPrepend
55178|1|Uniform
13943|0|NoPrepend
54331|0|NoPrepend
393636|2;1|Mixed
33441|0|NoPrepend
11714|0|NoPrepend
395263|0|NoPrepend
22346|0;2|Mixed
36658|0|NoPrepend
25840|0|NoPrepend
33509|0|NoPrepend
53536|0|NoPrepend
1249|2|Binary
25618|0|NoPrepend
22805|0|NoPrepend
12213|0|NoPrepend
21699|0;2|Mixed
24778|0|NoPrepend
47064|0|NoPrepend
22402|0|NoPrepend
20169|1|Uniform
36395|0|NoPrepend
20200|0|NoPrepend
25669|1|Uniform
15082|0|NoPrepend
62648|0|NoPrepend
32736|0|NoPrepend
10278|0|NoPrepend
16866|0|NoPrepend
46184|2|Binary
46959|0|NoPrepend
55085|0|NoPrepend
395107|0|NoPrepend
14589|0|NoPrepend
25983|0|NoPrepend
18805|1|Uniform
59|0|NoPrepend
11062|0|NoPrepend
10725|2;0|Mixed
63083|0|NoPrepend
394967|0|NoPrepend
40581|2;0;3|Mixed
31955|0;1|Mixed
38|0|NoPrepend
40387|0|NoPrepend
63058|0|NoPrepend
19854|0|NoPrepend
25973|1|Uniform
32084|0|NoPrepend
187|0|NoPrepend
395425|0|NoPrepend
14289|0|NoPrepend
54385|0|NoPrepend
395869|0|NoPrepend
266165|0|NoPrepend
266166|0|NoPrepend
266173|0|NoPrepend
266184|0|NoPrepend
6645|2|Binary
22801|0|NoPrepend
62833|2;0|Mixed
36807|2|Binary
15108|0;2|Mixed
33649|0|NoPrepend
393648|0|NoPrepend
55254|0|NoPrepend
395254|0|NoPrepend
395683|0|NoPrepend
36114|0|NoPrepend
46931|0|NoPrepend
32622|0|NoPrepend
54914|0|NoPrepend
14997|0|NoPrepend
396493|0|NoPrepend
54199|0|NoPrepend
393939|0|NoPrepend
30350|0|NoPrepend
22258|0|NoPrepend
40378|0|NoPrepend
54412|0|NoPrepend
11712|0|NoPrepend
25641|0|NoPrepend
11501|0|NoPrepend
2939|0|NoPrepend
40111|0|NoPrepend
11240|0;1|Mixed
3479|0;2|Mixed
19765|0|NoPrepend
36686|0|NoPrepend
29995|0|NoPrepend
20103|2|Binary
396012|0|NoPrepend
26885|2|Binary
54891|0|NoPrepend
54536|2|Binary
393657|0;2|Mixed
18672|0|NoPrepend
47074|0|NoPrepend
32530|0|NoPrepend
19697|0|NoPrepend
20417|2|Binary
395883|0|NoPrepend
26008|0|NoPrepend
54318|0|NoPrepend
393991|0|NoPrepend
396389|2|Binary
40658|0|NoPrepend
32122|0|NoPrepend
64019|0|NoPrepend
63340|0|NoPrepend
46243|0|NoPrepend
19571|0|NoPrepend
19995|0|NoPrepend
32830|0|NoPrepend
54032|2|Binary
36149|0|NoPrepend
62712|0|NoPrepend
20182|0|NoPrepend
10858|0|NoPrepend
31885|1|Uniform
16412|0;2|Mixed
23209|0;2|Mixed
19674|0|NoPrepend
26372|1|Uniform
25750|0|NoPrepend
40205|2|Binary
40047|0|NoPrepend
62841|0|NoPrepend
23454|1|Uniform
40617|0|NoPrepend
55045|0|NoPrepend
54092|0;2|Mixed
33501|1;0|Mixed
394735|0|NoPrepend
396899|0|NoPrepend
11580|0|NoPrepend
14754|3;1;0;2|Mixed
10980|2|Binary
63052|0|NoPrepend
394286|0|NoPrepend
14874|0|NoPrepend
54274|2|Binary
30307|0|NoPrepend
16515|0|NoPrepend
30080|1|Uniform
54682|0|NoPrepend
13509|1|Uniform
53918|0|NoPrepend
395364|0|NoPrepend
26813|1|Uniform
17325|0|NoPrepend
26168|0;1|Mixed
54603|0|NoPrepend
36139|2|Binary
25882|0|NoPrepend
46947|2|Binary
394962|2;0|Mixed
46688|2|Binary
46645|0|NoPrepend
16725|0|NoPrepend
40777|0|NoPrepend
13470|0|NoPrepend
13773|0|NoPrepend
32221|0|NoPrepend
35847|0|NoPrepend
26779|0|NoPrepend
4900|0|NoPrepend
11593|0|NoPrepend
33465|0|NoPrepend
53713|0|NoPrepend
13731|0|NoPrepend
55174|0|NoPrepend
36045|0|NoPrepend
6988|0|NoPrepend
30682|0;2|Mixed
62714|0|NoPrepend
397016|0|NoPrepend
22353|2|Binary
19810|0|NoPrepend
19904|0|NoPrepend
23317|0|NoPrepend
26047|0|NoPrepend
395222|0|NoPrepend
54524|0|NoPrepend
20284|0|NoPrepend
395515|0|NoPrepend
395242|0|NoPrepend
395544|0|NoPrepend
396152|2|Binary
19704|0|NoPrepend
32546|0|NoPrepend
32497|0|NoPrepend
55208|0|NoPrepend
36243|2|Binary
19005|0|NoPrepend
5683|0|NoPrepend
46464|0|NoPrepend
32075|0|NoPrepend
21534|0;3;2|Mixed
16797|0|NoPrepend
{26152}|0|NoPrepend
{53258}|0|NoPrepend
23043|0|NoPrepend
46195|2|Binary
22088|0|NoPrepend
11038|2|Binary
{1647}|0|NoPrepend
19795|0|NoPrepend
63350|0|NoPrepend
22344|0|NoPrepend
25842|0|NoPrepend
14066|0;2|Mixed
35862|0|NoPrepend
22591|0|NoPrepend
14986|0|NoPrepend
33506|0|NoPrepend
33627|0;1;2|Mixed
46877|2;1|Mixed
26226|0|NoPrepend
14820|2|Binary
11288|0|NoPrepend
33725|0|NoPrepend
46132|0;2|Mixed
40498|0|NoPrepend
33069|2|Binary
22111|0|NoPrepend
36504|0|NoPrepend
64262|0|NoPrepend
22766|0|NoPrepend
394905|0|NoPrepend
33391|0;1|Mixed
1612|0|NoPrepend
25943|0|NoPrepend
31893|0|NoPrepend
11222|0;2|Mixed
46861|2;0|Mixed
46917|2;0|Mixed
19404|2;0|Mixed
18896|0|NoPrepend
22069|0;2|Mixed
30231|0;2|Mixed
19503|0|NoPrepend
36582|0|NoPrepend
11323|1;0|Mixed
46796|0|NoPrepend
31769|0|NoPrepend
46927|2|Binary
17116|0|NoPrepend
26630|0|NoPrepend
46958|0|NoPrepend
6624|0|NoPrepend
395571|0|NoPrepend
17127|0|NoPrepend
22482|0|NoPrepend
14902|0|NoPrepend
14829|0;2|Mixed
13823|0|NoPrepend
46971|0|NoPrepend
40284|0|NoPrepend
46891|0|NoPrepend
22009|0|NoPrepend
47000|0|NoPrepend
40867|0|NoPrepend
46932|0|NoPrepend
47002|0|NoPrepend
27297|0|NoPrepend
22335|0|NoPrepend
10764|0|NoPrepend
40191|0|NoPrepend
22338|0|NoPrepend
23225|2;0|Mixed
26096|0|NoPrepend
19915|0|NoPrepend
32757|0|NoPrepend
36809|0|NoPrepend
32987|0|NoPrepend
394180|0|NoPrepend
394199|0|NoPrepend
47035|0|NoPrepend
19888|0|NoPrepend
46992|0|NoPrepend
33062|0|NoPrepend
27232|0|NoPrepend
39470|2;0|Mixed
14753|2;0|Mixed
10982|2;1;0|Mixed
47060|1;0|Mixed
14073|0;2|Mixed
47015|0|NoPrepend
47069|0|NoPrepend
46812|0|NoPrepend
27647|0|NoPrepend
11536|0|NoPrepend
21885|0;1|Mixed
30576|0|NoPrepend
47084|0|NoPrepend
40871|0|NoPrepend
29919|0|NoPrepend
40221|0|NoPrepend
4867|2;0|Mixed
33404|0|NoPrepend
47045|0|NoPrepend
26083|0|NoPrepend
47100|0|NoPrepend
26137|0|NoPrepend
15088|0|NoPrepend
20430|2|Binary
53254|0|NoPrepend
36273|0|NoPrepend
20365|1;2;0|Mixed
53251|0|NoPrepend
36354|0|NoPrepend
29889|0|NoPrepend
32223|0|NoPrepend
47023|2|Binary
16912|0|NoPrepend
46871|0|NoPrepend
6309|0|NoPrepend
53255|0|NoPrepend
36524|2;0|Mixed
18615|0|NoPrepend
11940|0;2|Mixed
1277|0|NoPrepend
394634|0|NoPrepend
19214|0|NoPrepend
32793|1;0|Mixed
36511|0;2|Mixed
53276|0|NoPrepend
47870|0|NoPrepend
1442|0|NoPrepend
53266|2;0|Mixed
23096|0|NoPrepend
20398|1|Uniform
53263|2|Binary
27489|0|NoPrepend
27400|0|NoPrepend
47031|0|NoPrepend
1445|2|Binary
1628|0|NoPrepend
36499|0|NoPrepend
1652|0|NoPrepend
15122|0|NoPrepend
53307|0|NoPrepend
6165|0|NoPrepend
21978|0|NoPrepend
53769|2|Binary
53397|0|NoPrepend
53309|0|NoPrepend
1643|0|NoPrepend
1379|0|NoPrepend
1443|0|NoPrepend
47103|0|NoPrepend
36466|0;3|Mixed
1827|0|NoPrepend
1823|0|NoPrepend
23197|0;2|Mixed
32436|0|NoPrepend
53324|0|NoPrepend
46699|0|NoPrepend
10987|0|NoPrepend
12273|0|NoPrepend
53857|0|NoPrepend
3688|2;0|Mixed
32866|0|NoPrepend
1826|0|NoPrepend
46429|0|NoPrepend
31977|0|NoPrepend
4539|2;0|Mixed
2941|0|NoPrepend
30032|0|NoPrepend
32570|0|NoPrepend
26217|0|NoPrepend
13341|0|NoPrepend
4894|0|NoPrepend
13851|0|NoPrepend
1633|0|NoPrepend
4980|2|Binary
3061|0|NoPrepend
40402|0|NoPrepend
46193|0|NoPrepend
4912|0|NoPrepend
2729|0|NoPrepend
46437|0|NoPrepend
2763|0|NoPrepend
4886|0|NoPrepend
395551|0|NoPrepend
20326|0|NoPrepend
4940|0|NoPrepend
11170|0|NoPrepend
22787|0;1|Mixed
22441|0|NoPrepend
46309|0|NoPrepend
7143|0;2|Mixed
46395|0|NoPrepend
7251|0|NoPrepend
36464|0|NoPrepend
35064|0;1|Mixed
21690|2|Binary
20132|0|NoPrepend
14268|0|NoPrepend
30097|0|NoPrepend
4893|2|Binary
46878|0|NoPrepend
27401|0|NoPrepend
35974|0|NoPrepend
19424|0|NoPrepend
11477|2|Binary
21678|0|NoPrepend
19750|0|NoPrepend
1999|0|NoPrepend
27515|0|NoPrepend
32683|0|NoPrepend
11297|0|NoPrepend
36815|0;1|Mixed
32584|0|NoPrepend
26950|3;0|Mixed
18938|1;2|Mixed
4878|0|NoPrepend
23284|1|Uniform
10661|0|NoPrepend
46506|0|NoPrepend
26032|0|NoPrepend
31850|0|NoPrepend
6951|0|NoPrepend
32773|0;1|Mixed
7366|0|NoPrepend
13722|0|NoPrepend
39963|0|NoPrepend
22496|2|Binary
32315|0|NoPrepend
21818|0;2|Mixed
36758|0|NoPrepend
19595|0|NoPrepend
53285|0;2|Mixed
26697|0|NoPrepend
25889|0|NoPrepend
53294|0;2|Mixed
32671|0|NoPrepend
32141|0|NoPrepend
30188|0|NoPrepend
36823|0|NoPrepend
12102|0|NoPrepend
25681|0|NoPrepend
{18594}|0|NoPrepend
14494|0|NoPrepend
22300|0;2|Mixed
16848|0|NoPrepend
32845|0|NoPrepend
35914|0|NoPrepend
30063|0|NoPrepend
40790|0|NoPrepend
27591|0|NoPrepend
14633|0|NoPrepend
27441|0;2|Mixed
53313|0|NoPrepend
53708|0|NoPrepend
53361|0|NoPrepend
53289|0|NoPrepend
18776|0|NoPrepend
510|0|NoPrepend
53319|0|NoPrepend
53383|0|NoPrepend
46589|0|NoPrepend
14352|0;2|Mixed
26205|0|NoPrepend
46576|0|NoPrepend
26921|0|NoPrepend
53370|0|NoPrepend
11365|0|NoPrepend
53414|0|NoPrepend
17319|0|NoPrepend
53425|0|NoPrepend
18898|2;0|Mixed
53433|0|NoPrepend
23051|0|NoPrepend
10919|0|NoPrepend
29844|2|Binary
30047|0|NoPrepend
26569|0|NoPrepend
46785|0|NoPrepend
53430|0|NoPrepend
1614|0|NoPrepend
394610|0|NoPrepend
14982|0;1|Mixed
14033|0|NoPrepend
13384|0|NoPrepend
15211|0|NoPrepend
36698|0|NoPrepend
53450|0|NoPrepend
35975|0|NoPrepend
40727|0;2|Mixed
5740|1;2;0|Mixed
16786|0|NoPrepend
27527|0|NoPrepend
39993|0|NoPrepend
14292|0|NoPrepend
36742|0|NoPrepend
16856|2;0|Mixed
53429|0|NoPrepend
53830|2;0|Mixed
19759|0|NoPrepend
23142|0|NoPrepend
53373|0|NoPrepend
26671|0|NoPrepend
16938|2|Binary
394901|2|Binary
18911|2;0|Mixed
46182|2;0|Mixed
62776|0|NoPrepend
23354|0|NoPrepend
40496|0|NoPrepend
11560|2;0|Mixed
18865|0|NoPrepend
53817|0|NoPrepend
53469|0|NoPrepend
11554|0|NoPrepend
46826|0|NoPrepend
32340|0|NoPrepend
55291|0|NoPrepend
15313|0|NoPrepend
54178|0;2|Mixed
20455|0|NoPrepend
14064|2|Binary
33629|3|Diverse
36542|0|NoPrepend
46644|0|NoPrepend
395931|0|NoPrepend
30605|1;0|Mixed
30652|0|NoPrepend
30568|0|NoPrepend
46271|2|Binary
46250|0|NoPrepend
25854|0|NoPrepend
393803|0|NoPrepend
21867|0|NoPrepend
393605|0|NoPrepend
62912|0|NoPrepend
18791|0|NoPrepend
54700|0|NoPrepend
16905|0|NoPrepend
13359|0|NoPrepend
10480|0|NoPrepend
40846|1|Uniform
30651|0|NoPrepend
21817|0|NoPrepend
18597|2;0|Mixed
46260|0|NoPrepend
21742|0|NoPrepend
33599|0|NoPrepend
19552|0|NoPrepend
23223|0|NoPrepend
26254|0;2|Mixed
31918|0|NoPrepend
40501|0|NoPrepend
18669|2|Binary
29725|0|NoPrepend
54939|0|NoPrepend
14637|0|NoPrepend
395313|0|NoPrepend
23157|0|NoPrepend
36656|0|NoPrepend
10988|0|NoPrepend
11276|2|Binary
14002|0|NoPrepend
20197|0|NoPrepend
62737|0|NoPrepend
46245|0|NoPrepend
30305|0|NoPrepend
29720|0|NoPrepend
27012|0|NoPrepend
17156|0|NoPrepend
32332|0|NoPrepend
395554|0|NoPrepend
26122|0|NoPrepend
40574|0|NoPrepend
394502|0|NoPrepend
14842|2|Binary
36102|0;2|Mixed
14209|0|NoPrepend
26520|0|NoPrepend
14214|0;2|Mixed
53618|0|NoPrepend
395341|0|NoPrepend
20477|0;2|Mixed
53543|0|NoPrepend
394099|0|NoPrepend
46115|0|NoPrepend
16489|0|NoPrepend
31990|0|NoPrepend
21628|0|NoPrepend
10723|0|NoPrepend
16601|0|NoPrepend
19982|0|NoPrepend
18923|0|NoPrepend
22739|0|NoPrepend
18794|2;0;1|Mixed
19189|0|NoPrepend
59940|0|NoPrepend
6401|0|NoPrepend
23109|0;2|Mixed
40235|0|NoPrepend
54993|0|NoPrepend
36119|0|NoPrepend
16893|0|NoPrepend
20186|0|NoPrepend
26200|2;0|Mixed
33223|0;2|Mixed
16808|2|Binary
11781|2|Binary
46697|2|Binary
36199|0|NoPrepend
46683|0|NoPrepend
27175|2|Binary
26500|0|NoPrepend
5787|0|NoPrepend
63129|0|NoPrepend
26472|0|NoPrepend
11169|0|NoPrepend
21516|0|NoPrepend
46251|0|NoPrepend
53742|0|NoPrepend
54324|1|Uniform
11289|2|Binary
36549|0|NoPrepend
18552|2;0|Mixed
20450|0|NoPrepend
26712|0|NoPrepend
6913|0|NoPrepend
13378|0|NoPrepend
32032|0|NoPrepend
27622|2|Binary
36465|0|NoPrepend
18786|0;2|Mixed
40057|0|NoPrepend
395733|0|NoPrepend
16778|0|NoPrepend
40054|0|NoPrepend
26296|0|NoPrepend
40852|0|NoPrepend
6498|2;0;1|Mixed
11429|0|NoPrepend
18850|1|Uniform
31988|0|NoPrepend
16719|0;2|Mixed
33206|0|NoPrepend
40019|0|NoPrepend
19012|0|NoPrepend
32444|0|NoPrepend
17241|2|Binary
14841|0|NoPrepend
46674|0|NoPrepend
20130|3|Diverse
19751|0|NoPrepend
26767|0|NoPrepend
40306|0|NoPrepend
53979|0|NoPrepend
30171|0;2|Mixed
393993|1;0|Mixed
18696|0|NoPrepend
393447|2;0|Mixed
11624|0|NoPrepend
22036|0|NoPrepend
54124|0|NoPrepend
1796|0|NoPrepend
16386|0|NoPrepend
23493|0|NoPrepend
63135|0|NoPrepend
16854|1|Uniform
53729|0|NoPrepend
62691|0|NoPrepend
54445|0;2|Mixed
54619|0|NoPrepend
36402|2|Binary
27556|0|NoPrepend
23070|0|NoPrepend
33099|0|NoPrepend
18823|2|Binary
30717|0|NoPrepend
54686|0|NoPrepend
395376|2|Binary
53697|0|NoPrepend
55065|0|NoPrepend
32853|0|NoPrepend
46496|0|NoPrepend
19219|0|NoPrepend
63198|0|NoPrepend
394443|0|NoPrepend
393491|1|Uniform
396384|0|NoPrepend
62632|0|NoPrepend
393265|0|NoPrepend
394537|0|NoPrepend
55042|0|NoPrepend
14656|0|NoPrepend
62611|0|NoPrepend
26160|0;2|Mixed
25629|0|NoPrepend
36739|0|NoPrepend
46949|0|NoPrepend
11074|0;2;1|Mixed
40513|0;2|Mixed
1428|0|NoPrepend
607|0|NoPrepend
11766|0|NoPrepend
27250|2;0|Mixed
22573|0|NoPrepend
63001|0|NoPrepend
40091|0|NoPrepend
11195|2|Binary
54736|0|NoPrepend
393628|0|NoPrepend
14659|2|Binary
19223|0|NoPrepend
30526|1|Uniform
23232|0|NoPrepend
22620|0|NoPrepend
41458|0|NoPrepend
15197|0|NoPrepend
53525|0|NoPrepend
32364|0;1|Mixed
205157|2;0|Mixed
21793|0|NoPrepend
394114|1;0|Mixed
46455|0|NoPrepend
55394|0|NoPrepend
14351|0|NoPrepend
395465|2;0|Mixed
395448|0|NoPrepend
22980|0|NoPrepend
395597|0|NoPrepend
27242|0|NoPrepend
25739|2|Binary
32440|0|NoPrepend
10349|0|NoPrepend
23207|0|NoPrepend
26002|0|NoPrepend
23294|0|NoPrepend
396992|2|Binary
26333|0|NoPrepend
22985|0|NoPrepend
{54311}|0|NoPrepend
54529|1;2|Mixed
30564|0|NoPrepend
26303|0|NoPrepend
2055|0|NoPrepend
33097|0|NoPrepend
33748|0|NoPrepend
394891|0|NoPrepend
40944|0|NoPrepend
53472|0|NoPrepend
62915|0|NoPrepend
54128|0|NoPrepend
30261|0|NoPrepend
395442|2|Binary
26080|2|Binary
29718|0|NoPrepend
200484|0|NoPrepend
33849|0|NoPrepend
48424|2;0|Mixed
12332|0|NoPrepend
209104|0|NoPrepend
202183|0|NoPrepend
200443|0|NoPrepend
48976|0;2|Mixed
209105|0|NoPrepend
42586|0|NoPrepend
202204|0;2|Mixed
200665|0|NoPrepend
47460|0|NoPrepend
42613|0|NoPrepend
5394|0|NoPrepend
20912|0|NoPrepend
201127|0|NoPrepend
8615|0|NoPrepend
34747|0|NoPrepend
42003|0|NoPrepend
42020|0|NoPrepend
35191|0;2|Mixed
21017|0|NoPrepend
41676|2;1;3|Mixed
25500|0|NoPrepend
25515|0|NoPrepend
44237|0|NoPrepend
25233|0;1|Mixed
201768|0|NoPrepend
16202|0|NoPrepend
60496|0|NoPrepend
204890|2|Binary
394977|0;1|Mixed
53767|2|Binary
5416|3;2;1;0|Mixed
5377|0|NoPrepend
44933|0|NoPrepend
29687|3;0;2|Mixed
2111|0|NoPrepend
57619|0|NoPrepend
57237|0|NoPrepend
42215|0|NoPrepend
42226|0|NoPrepend
