# AS|ObservedPolicies|GeralPolicy
13335|2;1;3;0|Mixed
56203|0|NoPrepend
2519|0;2|Mixed
18144|0|NoPrepend
23969|0;2|Mixed
9737|0;1|Mixed
4134|0;2;1|Mixed
133948|0|NoPrepend
24151|0|NoPrepend
18046|0|NoPrepend
133741|0|NoPrepend
133955|0|NoPrepend
63849|0|NoPrepend
4725|0|NoPrepend
9583|0|NoPrepend
65535|0|NoPrepend
38345|0|NoPrepend
4788|0;2|Mixed
18313|0|NoPrepend
38091|2;1;0|Mixed
45996|0|NoPrepend
38669|0|NoPrepend
17839|0|NoPrepend
18245|0;2|Mixed
4847|0;1|Mixed
9700|0|NoPrepend
23600|0;1|Mixed
23599|1;0|Mixed
23596|0|NoPrepend
56120|0|NoPrepend
45528|0;1;2|Mixed
4837|2;0|Mixed
64050|0;2;1|Mixed
133731|1;2;3;0|Mixed
2514|2|Binary
3462|0|NoPrepend
4760|2;0|Mixed
4775|2;0|Mixed
38266|0|NoPrepend
4804|0;2|Mixed
7474|0|NoPrepend
45083|0|NoPrepend
24378|0|NoPrepend
4538|3;1;2;0|Mixed
18403|0;2;3|Mixed
9444|0|NoPrepend
9605|0|NoPrepend
134768|0|NoPrepend
134418|0|NoPrepend
17429|0|NoPrepend
17964|0;1;2|Mixed
9395|0|NoPrepend
4766|2;0;3|Mixed
37903|0|NoPrepend
23724|0|NoPrepend
4808|0;2;1|Mixed
59034|0|NoPrepend
1221|0|NoPrepend
9845|0|NoPrepend
10066|0|NoPrepend
17577|0|NoPrepend
10037|0|NoPrepend
9697|0|NoPrepend
9723|1;2;0|Mixed
131293|0;2;1|Mixed
137053|0|NoPrepend
134166|0|NoPrepend
45769|0;1;2;3|Mixed
17443|0|NoPrepend
45271|0;1|Mixed
24157|0;2;3;1|Mixed
38099|0|NoPrepend
9286|0|NoPrepend
17604|0|NoPrepend
3786|2;0|Mixed
45376|0|NoPrepend
18305|0;2;1|Mixed
55633|0|NoPrepend
9684|0|NoPrepend
9771|0|NoPrepend
38132|0;2|Mixed
9638|0|NoPrepend
55627|0|NoPrepend
7562|0;2|Mixed
9318|2;0|Mixed
55586|0|NoPrepend
55615|0|NoPrepend
9647|1;2|Mixed
9973|0|NoPrepend
9849|0|NoPrepend
9851|0|NoPrepend
10064|0|NoPrepend
55602|0|NoPrepend
17873|0|NoPrepend
45980|0|NoPrepend
23579|0|NoPrepend
10167|0|NoPrepend
38122|0|NoPrepend
9944|0|NoPrepend
16477|0|NoPrepend
38123|0|NoPrepend
4665|0|NoPrepend
18314|0|NoPrepend
38396|0|NoPrepend
38390|0|NoPrepend
38392|0|NoPrepend
38394|0|NoPrepend
38697|0|NoPrepend
9272|0|NoPrepend
18317|0|NoPrepend
38402|0|NoPrepend
38400|0|NoPrepend
38411|0|NoPrepend
38401|0|NoPrepend
38399|0|NoPrepend
38415|0|NoPrepend
38408|0|NoPrepend
38403|0|NoPrepend
38407|0|NoPrepend
38414|0|NoPrepend
9523|0|NoPrepend
55632|0|NoPrepend
55625|0|NoPrepend
45972|0|NoPrepend
38112|0|NoPrepend
55618|0|NoPrepend
55600|0;2|Mixed
38389|0|NoPrepend
23930|2;0;3|Mixed
23576|0;2;3|Mixed
9770|0|NoPrepend
15412|0|NoPrepend
3215|0|NoPrepend
34164|0;1;2|Mixed
20940|1;2;0;3|Mixed
20485|0;2|Mixed
16625|0|NoPrepend
1273|0|NoPrepend
6762|0|NoPrepend
12222|2;1;0|Mixed
5511|0|NoPrepend
21342|0|NoPrepend
43639|1|Uniform
12956|0|NoPrepend
5580|0|NoPrepend
3257|0|NoPrepend
2914|0|NoPrepend
719|0|NoPrepend
8708|0|NoPrepend
8697|0;3;2|Mixed
1299|0|NoPrepend
32787|0|NoPrepend
27747|0|NoPrepend
1267|0;2|Mixed
15897|0;1|Mixed
33905|0|NoPrepend
6057|0|NoPrepend
8551|0;2;3|Mixed
31108|1|Uniform
3269|0;1|Mixed
8966|2;3;0|Mixed
3216|0;2|Mixed
37457|0;1|Mixed
12400|0|NoPrepend
8781|0|NoPrepend
12576|0|NoPrepend
30722|0;1|Mixed
44957|0|NoPrepend
5384|0|NoPrepend
12389|0|NoPrepend
44034|0|NoPrepend
29355|0;2|Mixed
3243|0|NoPrepend
6799|0|NoPrepend
25019|0|NoPrepend
8402|2;0;1;3|Mixed
13285|3;0|Mixed
3292|0|NoPrepend
5607|1;0|Mixed
9158|0|NoPrepend
9198|0|NoPrepend
3352|0|NoPrepend
44244|0|NoPrepend
2119|0;1;2|Mixed
6739|0;2|Mixed
12357|0|NoPrepend
12430|0|NoPrepend
24608|0;2;1|Mixed
3320|1;0|Mixed
12880|0;1;2;3|Mixed
58224|0;1|Mixed
48159|1;0;3;2|Mixed
51119|0|NoPrepend
50810|0;1|Mixed
31549|0;1|Mixed
42337|0;1|Mixed
51469|0;1|Mixed
56616|0|NoPrepend
61209|0|NoPrepend
34918|0|NoPrepend
62196|0|NoPrepend
16232|0|NoPrepend
3209|0|NoPrepend
12638|1;0|Mixed
12874|0|NoPrepend
6805|0|NoPrepend
3301|0|NoPrepend
3356|0|NoPrepend
27651|0|NoPrepend
46164|0|NoPrepend
21889|0|NoPrepend
26481|0;1|Mixed
20473|0;2|Mixed
7029|0|NoPrepend
29256|1;0|Mixed
21219|2;1;0|Mixed
3326|0|NoPrepend
198731|2|Binary
15493|0|NoPrepend
198161|2|Binary
34549|3;0;2|Mixed
62217|0|NoPrepend
205632|0|NoPrepend
200615|0|NoPrepend
30823|2;0|Mixed
205948|0|NoPrepend
198385|0|NoPrepend
198735|2;0;1|Mixed
198738|3;0|Mixed
61157|0;1|Mixed
21472|0|NoPrepend
51678|2;0|Mixed
41560|0|NoPrepend
60404|0|NoPrepend
3188|0|NoPrepend
198432|0|NoPrepend
31655|0|NoPrepend
31483|0|NoPrepend
16179|0|NoPrepend
62287|0;2;1|Mixed
48441|0|NoPrepend
39028|0|NoPrepend
201083|0|NoPrepend
202778|0|NoPrepend
206171|0|NoPrepend
207078|2|Binary
9049|0|NoPrepend
41661|0|NoPrepend
41682|0|NoPrepend
50542|0|NoPrepend
41668|0|NoPrepend
51570|0|NoPrepend
42682|0|NoPrepend
57026|0|NoPrepend
57378|0|NoPrepend
50543|0|NoPrepend
44050|0;2|Mixed
205601|0|NoPrepend
29073|0|NoPrepend
200081|2;0|Mixed
202023|0;2|Mixed
50896|0|NoPrepend
8100|0|NoPrepend
205701|0|NoPrepend
203395|0|NoPrepend
30475|0|NoPrepend
44812|0|NoPrepend
49505|0;1;2|Mixed
56541|2;0|Mixed
62088|0|NoPrepend
30848|3;2;0|Mixed
31126|0|NoPrepend
3181|0|NoPrepend
198762|0|NoPrepend
31261|0|NoPrepend
198833|0|NoPrepend
198821|0|NoPrepend
51219|0|NoPrepend
59530|0|NoPrepend
29286|0;1|Mixed
49301|0|NoPrepend
15774|0;1|Mixed
21365|0|NoPrepend
3178|0|NoPrepend
24940|2;0|Mixed
198726|2;0|Mixed
57154|2|Binary
60610|0|NoPrepend
32489|0;2|Mixed
57168|0|NoPrepend
21769|0|NoPrepend
199045|0|NoPrepend
198967|0|NoPrepend
29562|0|NoPrepend
36351|0;2|Mixed
57809|0|NoPrepend
4809|0;2;1|Mixed
49209|0;2;1|Mixed
25160|0|NoPrepend
6830|0|NoPrepend
51088|0|NoPrepend
49835|0|NoPrepend
25394|0|NoPrepend
20676|2;0|Mixed
3194|1;0|Mixed
44568|0|NoPrepend
15723|0|NoPrepend
3190|0|NoPrepend
30844|3;1;0;2|Mixed
42705|0;1|Mixed
200654|0|NoPrepend
21277|0;1|Mixed
47217|0|NoPrepend
31408|0|NoPrepend
47215|0|NoPrepend
204268|0|NoPrepend
31214|0|NoPrepend
35415|0|NoPrepend
196646|0|NoPrepend
15404|0;1|Mixed
16135|0;1|Mixed
21353|0;2|Mixed
41733|1;0|Mixed
42116|0|NoPrepend
21412|2;0;3|Mixed
50010|0|NoPrepend
43754|0|NoPrepend
50463|0;2|Mixed
51043|0|NoPrepend
196763|0|NoPrepend
201934|2|Binary
60500|1|Uniform
60829|0|NoPrepend
48964|0;3;2|Mixed
31042|0|NoPrepend
48289|0|NoPrepend
31672|0|NoPrepend
2116|0|NoPrepend
43905|0|NoPrepend
197524|0|NoPrepend
39704|2|Binary
6453|0|NoPrepend
34977|0|NoPrepend
40009|0|NoPrepend
12850|0|NoPrepend
13193|0|NoPrepend
9123|0|NoPrepend
35382|0|NoPrepend
60300|0;2;1|Mixed
8636|0|NoPrepend
57214|0|NoPrepend
48944|0|NoPrepend
8678|0|NoPrepend
6848|0|NoPrepend
12303|3;0|Mixed
58177|0|NoPrepend
8439|0|NoPrepend
13231|0|NoPrepend
42010|2;0;1|Mixed
35425|0|NoPrepend
20880|0|NoPrepend
12849|0;2;1|Mixed
15802|0|NoPrepend
60168|0|NoPrepend
57705|0|NoPrepend
44549|0|NoPrepend
43714|0|NoPrepend
15533|0;2|Mixed
198870|0|NoPrepend
15836|2;0|Mixed
34547|0;2|Mixed
16333|0|NoPrepend
198904|0|NoPrepend
21299|0;1|Mixed
199435|2;1;0|Mixed
51440|0;2|Mixed
8513|0|NoPrepend
16360|0|NoPrepend
15626|0|NoPrepend
21100|0|NoPrepend
198800|0|NoPrepend
58142|0|NoPrepend
44889|0;2;1|Mixed
25054|0|NoPrepend
58141|0|NoPrepend
57858|0|NoPrepend
198288|0|NoPrepend
31514|2;0|Mixed
43530|0;2;1|Mixed
8681|0|NoPrepend
58143|0|NoPrepend
49820|2|Binary
42303|0|NoPrepend
62240|2;0|Mixed
31577|0|NoPrepend
5588|0|NoPrepend
42493|0|NoPrepend
20773|0|NoPrepend
{61157}|0|NoPrepend
28885|0|NoPrepend
5483|0;2;1|Mixed
16276|0|NoPrepend
34748|0|NoPrepend
58157|0|NoPrepend
31673|0|NoPrepend
{198753}|0|NoPrepend
198753|0|NoPrepend
58291|0|NoPrepend
29512|2;0|Mixed
198871|0|NoPrepend
57043|0|NoPrepend
198792|0|NoPrepend
51985|2;1;3|Mixed
60641|0|NoPrepend
48173|2;0|Mixed
30938|0|NoPrepend
21027|0|NoPrepend
200845|0;1|Mixed
206366|0|NoPrepend
206487|0|NoPrepend
200064|0|NoPrepend
39891|0|NoPrepend
39493|1|Uniform
8680|0|NoPrepend
41998|2;0|Mixed
50627|0;1|Mixed
58208|0|NoPrepend
57976|0|NoPrepend
198802|0|NoPrepend
35753|0;2;1|Mixed
25233|0;1|Mixed
42591|0|NoPrepend
12353|0|NoPrepend
42560|0;2|Mixed
48642|2;1|Mixed
34594|3;0|Mixed
51407|2;1|Mixed
51248|0|NoPrepend
29050|0;2|Mixed
21191|0|NoPrepend
198830|0|NoPrepend
39812|2;0|Mixed
13768|0;2;1|Mixed
197830|0|NoPrepend
5577|0|NoPrepend
197890|0;2;1|Mixed
205220|0|NoPrepend
44676|0|NoPrepend
57062|2;0;1|Mixed
12772|0;1;2|Mixed
39787|0|NoPrepend
60358|0|NoPrepend
20978|0;1|Mixed
45031|0|NoPrepend
29066|0|NoPrepend
57739|0|NoPrepend
15600|0|NoPrepend
58185|0|NoPrepend
58242|0|NoPrepend
60144|0|NoPrepend
38926|0;2|Mixed
34757|0|NoPrepend
41794|2|Binary
40995|0|NoPrepend
47433|0|NoPrepend
198848|0|NoPrepend
44581|0|NoPrepend
41491|0|NoPrepend
51109|0|NoPrepend
198823|0|NoPrepend
201692|0|NoPrepend
42652|0;2|Mixed
199134|0|NoPrepend
59705|0|NoPrepend
36483|0|NoPrepend
58223|0|NoPrepend
198605|0|NoPrepend
50673|2|Binary
12722|0|NoPrepend
197540|2;0|Mixed
198068|0;2|Mixed
9038|0;1;2|Mixed
60203|0|NoPrepend
202763|0|NoPrepend
29141|0|NoPrepend
60406|0|NoPrepend
198867|0|NoPrepend
13238|0;2;1|Mixed
5410|2;0|Mixed
21502|0;1;2|Mixed
15425|2|Binary
50923|2;3;0|Mixed
2856|0|NoPrepend
61137|0|NoPrepend
29222|0|NoPrepend
35297|0|NoPrepend
51012|0|NoPrepend
13124|0|NoPrepend
3329|2;0;1|Mixed
61408|2;0|Mixed
198843|0|NoPrepend
201011|0|NoPrepend
57033|0|NoPrepend
41075|0|NoPrepend
12301|0|NoPrepend
199248|0|NoPrepend
24916|0|NoPrepend
57286|0|NoPrepend
8926|0;2|Mixed
197343|0|NoPrepend
51026|0|NoPrepend
61191|0|NoPrepend
205899|0|NoPrepend
198520|0|NoPrepend
31027|0|NoPrepend
58233|0|NoPrepend
198850|0|NoPrepend
3176|0|NoPrepend
39010|0|NoPrepend
24982|0|NoPrepend
38999|0|NoPrepend
8449|0|NoPrepend
43996|0;3|Mixed
202196|0;2|Mixed
50372|0|NoPrepend
198608|0|NoPrepend
204167|0|NoPrepend
49332|0|NoPrepend
197423|0|NoPrepend
8330|2|Binary
49902|0|NoPrepend
43939|0;1|Mixed
12360|2|Binary
199554|0|NoPrepend
198861|0|NoPrepend
13178|0|NoPrepend
29119|0|NoPrepend
28775|3|Diverse
35100|0|NoPrepend
42707|0|NoPrepend
39608|0|NoPrepend
43120|0|NoPrepend
16223|0|NoPrepend
47140|0|NoPrepend
202564|0|NoPrepend
206351|0|NoPrepend
56361|2;0;1|Mixed
48146|0|NoPrepend
207165|0|NoPrepend
31566|0|NoPrepend
39906|0|NoPrepend
206809|0|NoPrepend
39248|0|NoPrepend
61367|0|NoPrepend
59494|0|NoPrepend
206649|0|NoPrepend
205946|0|NoPrepend
49348|0|NoPrepend
57562|0|NoPrepend
61360|0|NoPrepend
201746|0|NoPrepend
57707|0;2|Mixed
197074|0|NoPrepend
51211|0|NoPrepend
57361|0|NoPrepend
47626|2;0|Mixed
8374|2|Binary
196753|0;1;2|Mixed
204923|0|NoPrepend
25227|0|NoPrepend
60748|0|NoPrepend
51178|0|NoPrepend
199072|0|NoPrepend
47764|0|NoPrepend
58262|0|NoPrepend
43955|0|NoPrepend
28753|0|NoPrepend
15644|0|NoPrepend
56687|0|NoPrepend
24582|2;0|Mixed
198872|0|NoPrepend
39683|1|Uniform
199373|1|Uniform
25460|2|Binary
58243|0|NoPrepend
198885|0|NoPrepend
198193|2|Binary
203358|0|NoPrepend
50129|0|NoPrepend
202709|2;0|Mixed
47169|2;0|Mixed
12859|0|NoPrepend
51430|2;0;1|Mixed
20141|0|NoPrepend
206334|0|NoPrepend
199610|0|NoPrepend
62275|2|Binary
14537|0|NoPrepend
198589|1;0;2|Mixed
32181|0|NoPrepend
57218|0|NoPrepend
37284|0;1|Mixed
57497|0;1|Mixed
16292|0|NoPrepend
199133|0|NoPrepend
31688|0|NoPrepend
62336|0|NoPrepend
49813|0|NoPrepend
21309|0|NoPrepend
29302|0|NoPrepend
197695|0;2|Mixed
49800|0|NoPrepend
201921|0|NoPrepend
61310|0|NoPrepend
203306|0|NoPrepend
205776|1|Uniform
200602|2;0|Mixed
21334|0|NoPrepend
58085|0;1|Mixed
39501|0|NoPrepend
34145|1;2|Mixed
20730|0|NoPrepend
20860|0|NoPrepend
31727|0|NoPrepend
44395|0|NoPrepend
16322|1;0|Mixed
15395|0|NoPrepend
60781|0|NoPrepend
8369|0|NoPrepend
35819|0|NoPrepend
51050|0|NoPrepend
58273|3;0;2|Mixed
35362|0|NoPrepend
28717|0|NoPrepend
6718|2|Binary
199498|0|NoPrepend
35371|0|NoPrepend
51204|2;0|Mixed
9009|0;2;1|Mixed
207115|0|NoPrepend
64398|0|NoPrepend
35775|0|NoPrepend
50563|2;1;0|Mixed
61395|0;1|Mixed
8190|0|NoPrepend
198898|0|NoPrepend
58287|2|Binary
49360|0|NoPrepend
198887|0|NoPrepend
12586|2;3;0|Mixed
200032|0|NoPrepend
197549|0|NoPrepend
200924|2;0|Mixed
51059|2;1;0|Mixed
39506|0|NoPrepend
174|0|NoPrepend
28876|0|NoPrepend
42038|0|NoPrepend
58324|0|NoPrepend
394695|0|NoPrepend
30873|3;2;1|Mixed
18705|0|NoPrepend
199115|0|NoPrepend
44087|0;1|Mixed
8315|0|NoPrepend
12481|2|Binary
56340|0|NoPrepend
28840|0|NoPrepend
201952|0;1|Mixed
49614|2|Binary
32780|0|NoPrepend
8595|2|Binary
48096|0|NoPrepend
50113|0;1|Mixed
44283|0|NoPrepend
14061|0;2|Mixed
42831|0|NoPrepend
198610|0|NoPrepend
39047|0|NoPrepend
15552|0|NoPrepend
198471|0|NoPrepend
198420|0|NoPrepend
41023|2;0|Mixed
51110|0|NoPrepend
8586|0;1|Mixed
51737|0|NoPrepend
199976|0|NoPrepend
201359|0|NoPrepend
52102|2|Binary
59414|0|NoPrepend
28890|0|NoPrepend
199284|2;0;1|Mixed
50300|0|NoPrepend
47959|0|NoPrepend
6908|0|NoPrepend
47956|2;0;1|Mixed
44869|0|NoPrepend
47883|0;1|Mixed
198977|0|NoPrepend
48815|0|NoPrepend
12779|0|NoPrepend
59815|2|Binary
15133|0;2;1;3|Mixed
198964|0|NoPrepend
51873|0|NoPrepend
50624|0|NoPrepend
24961|0|NoPrepend
34968|0|NoPrepend
43350|2;0|Mixed
21263|2;0|Mixed
203507|2;1|Mixed
206970|2|Binary
202003|1|Uniform
34376|0;2|Mixed
57344|0|NoPrepend
49699|0;1|Mixed
44901|0|NoPrepend
34524|0|NoPrepend
34659|0|NoPrepend
58344|0|NoPrepend
28760|0;2|Mixed
62370|0|NoPrepend
20645|0;1;2|Mixed
58321|0|NoPrepend
43554|0|NoPrepend
197207|0|NoPrepend
34400|0|NoPrepend
31200|3;2;0|Mixed
60119|1;2|Mixed
205076|0|NoPrepend
50266|3|Diverse
44453|0|NoPrepend
31400|2;0|Mixed
47692|0|NoPrepend
198994|0|NoPrepend
197155|3;2|Mixed
200088|0|NoPrepend
59395|0|NoPrepend
57704|1;0|Mixed
51395|0|NoPrepend
199468|0|NoPrepend
198292|0|NoPrepend
20875|0;1|Mixed
41877|0|NoPrepend
206751|0|NoPrepend
51561|0;1|Mixed
43207|0|NoPrepend
25577|0|NoPrepend
29697|0|NoPrepend
197595|0|NoPrepend
196925|0|NoPrepend
41107|0|NoPrepend
197227|0|NoPrepend
34762|0|NoPrepend
34282|2|Binary
39440|0|NoPrepend
58345|0|NoPrepend
57304|0|NoPrepend
197336|0|NoPrepend
39039|0|NoPrepend
199075|2|Binary
198988|3|Diverse
34391|0;1|Mixed
41937|2;0|Mixed
59432|0|NoPrepend
3242|0|NoPrepend
42656|0|NoPrepend
21367|0|NoPrepend
33934|0|NoPrepend
35177|0|NoPrepend
42548|0|NoPrepend
34875|0|NoPrepend
60716|0|NoPrepend
29456|0|NoPrepend
15468|0|NoPrepend
12730|0|NoPrepend
201907|0|NoPrepend
203841|0|NoPrepend
25091|0|NoPrepend
13055|0|NoPrepend
59445|2|Binary
61349|0|NoPrepend
8359|0|NoPrepend
29209|0|NoPrepend
60891|0|NoPrepend
59441|0|NoPrepend
8304|0;2|Mixed
197991|1;0|Mixed
8468|0|NoPrepend
12637|0|NoPrepend
31638|2;0|Mixed
29247|0|NoPrepend
203165|2|Binary
60256|0|NoPrepend
58267|0|NoPrepend
61103|0|NoPrepend
35193|0|NoPrepend
34953|0|NoPrepend
196916|0|NoPrepend
197206|0|NoPrepend
44381|0|NoPrepend
44265|0;2|Mixed
39020|0|NoPrepend
198807|0|NoPrepend
9063|0|NoPrepend
25180|0|NoPrepend
29691|0|NoPrepend
34960|0|NoPrepend
59581|2|Binary
59457|0|NoPrepend
35567|0|NoPrepend
59458|0|NoPrepend
197264|0|NoPrepend
54058|0|NoPrepend
28907|2;0|Mixed
59456|0|NoPrepend
49964|0|NoPrepend
48844|0|NoPrepend
21438|0|NoPrepend
42775|0|NoPrepend
59473|0|NoPrepend
60731|0|NoPrepend
198580|1;2|Mixed
31229|0|NoPrepend
199256|2;0;1|Mixed
47548|2|Binary
196890|0|NoPrepend
50477|0;2|Mixed
35816|1|Uniform
20902|0|NoPrepend
197248|0|NoPrepend
59711|0;2|Mixed
61046|0|NoPrepend
201525|0|NoPrepend
60187|2;0|Mixed
5602|0;1;2|Mixed
34912|0|NoPrepend
36131|0|NoPrepend
31151|0|NoPrepend
8473|0|NoPrepend
42689|2|Binary
35805|2;0|Mixed
199026|0|NoPrepend
59472|0|NoPrepend
198047|0|NoPrepend
6939|0|NoPrepend
25542|0|NoPrepend
17819|0;2|Mixed
59519|0|NoPrepend
53780|0|NoPrepend
5538|0|NoPrepend
199051|0|NoPrepend
59695|0|NoPrepend
12703|0|NoPrepend
44574|3;0|Mixed
60687|0|NoPrepend
41039|2;0|Mixed
3261|2;0;1|Mixed
41172|0|NoPrepend
8274|0|NoPrepend
41081|1|Uniform
196977|0|NoPrepend
50957|2|Binary
202813|0|NoPrepend
199952|0|NoPrepend
48427|0|NoPrepend
203499|0|NoPrepend
206124|0|NoPrepend
203600|2;1|Mixed
36678|0|NoPrepend
12931|2;3|Mixed
57869|1|Uniform
33881|0|NoPrepend
41010|0|NoPrepend
41825|0|NoPrepend
43214|0|NoPrepend
50939|0|NoPrepend
60201|0|NoPrepend
42617|0|NoPrepend
6663|0|NoPrepend
43474|2|Binary
39712|2|Binary
59732|0|NoPrepend
59728|0|NoPrepend
15605|3|Diverse
48734|0|NoPrepend
60531|0|NoPrepend
207148|0|NoPrepend
34358|0|NoPrepend
41197|2|Binary
62094|0|NoPrepend
197476|0|NoPrepend
57972|0|NoPrepend
41564|1;0|Mixed
47536|0|NoPrepend
41204|0|NoPrepend
60485|0|NoPrepend
12658|0;1|Mixed
25151|0|NoPrepend
21162|0|NoPrepend
35612|0|NoPrepend
49910|0|NoPrepend
49687|0|NoPrepend
60882|0|NoPrepend
44374|0|NoPrepend
60741|0|NoPrepend
60901|0|NoPrepend
201909|0|NoPrepend
60231|0|NoPrepend
199552|0|NoPrepend
199181|0|NoPrepend
43160|0|NoPrepend
44369|0|NoPrepend
38934|0|NoPrepend
199990|0|NoPrepend
59518|0|NoPrepend
199143|0|NoPrepend
60609|0|NoPrepend
41489|2|Binary
34892|3;2;0|Mixed
49594|0|NoPrepend
49808|0|NoPrepend
59499|0|NoPrepend
59503|0|NoPrepend
61167|0|NoPrepend
200568|0|NoPrepend
9136|2;0|Mixed
202016|0|NoPrepend
61194|0|NoPrepend
198357|0|NoPrepend
59507|0|NoPrepend
59508|1|Uniform
197078|0;2|Mixed
59659|0|NoPrepend
12334|0|NoPrepend
199053|1|Uniform
48620|0|NoPrepend
62262|0|NoPrepend
34655|0|NoPrepend
47381|0|NoPrepend
60494|0|NoPrepend
41296|0|NoPrepend
60571|0|NoPrepend
61176|0|NoPrepend
62318|0|NoPrepend
62157|1;0|Mixed
64460|0|NoPrepend
59691|0|NoPrepend
51541|0|NoPrepend
25158|0|NoPrepend
64436|0|NoPrepend
60811|0;1|Mixed
59797|0|NoPrepend
59961|0|NoPrepend
47990|0|NoPrepend
50855|0|NoPrepend
60014|0|NoPrepend
59838|0|NoPrepend
62039|0|NoPrepend
16018|0|NoPrepend
34341|0|NoPrepend
59757|0|NoPrepend
59501|0|NoPrepend
50692|0|NoPrepend
62265|0|NoPrepend
64413|0|NoPrepend
49433|0|NoPrepend
35615|0|NoPrepend
49100|0|NoPrepend
52207|0|NoPrepend
56330|0|NoPrepend
56377|0|NoPrepend
34533|0|NoPrepend
51604|0|NoPrepend
57044|0|NoPrepend
50498|0|NoPrepend
49048|0|NoPrepend
51819|1;0|Mixed
51035|0|NoPrepend
56981|0|NoPrepend
50512|0|NoPrepend
12768|0|NoPrepend
41854|0|NoPrepend
47659|0|NoPrepend
51645|0|NoPrepend
41727|0|NoPrepend
9125|2;0;1|Mixed
20559|0;2|Mixed
43599|0|NoPrepend
50809|3;0|Mixed
20712|2;0|Mixed
15798|0|NoPrepend
60279|0|NoPrepend
207012|0|NoPrepend
199081|0;2|Mixed
60911|0|NoPrepend
13113|0|NoPrepend
199139|0|NoPrepend
201019|2|Binary
39603|2|Binary
199352|0|NoPrepend
50926|0|NoPrepend
29419|1;0|Mixed
47886|0|NoPrepend
44507|0|NoPrepend
43793|0|NoPrepend
260|0;1|Mixed
25465|0;2|Mixed
15426|0|NoPrepend
15962|0|NoPrepend
43948|0|NoPrepend
59919|0;2|Mixed
59554|3;2|Mixed
16010|0|NoPrepend
8605|0|NoPrepend
3241|0|NoPrepend
59597|2|Binary
5413|3;0|Mixed
197308|0|NoPrepend
49463|0|NoPrepend
34235|0|NoPrepend
5617|0|NoPrepend
44066|0;2|Mixed
57768|0|NoPrepend
43082|0|NoPrepend
60458|0;2|Mixed
199096|1|Uniform
199092|0|NoPrepend
43727|0|NoPrepend
44604|0|NoPrepend
21351|0|NoPrepend
58222|0|NoPrepend
200487|0|NoPrepend
47478|2;3|Mixed
48693|1|Uniform
49335|0;2|Mixed
200590|0;2|Mixed
205378|0|NoPrepend
49453|0;1|Mixed
57172|0|NoPrepend
199860|0;2|Mixed
25591|0|NoPrepend
56534|0|NoPrepend
205553|0|NoPrepend
60117|0|NoPrepend
200557|0|NoPrepend
59924|0|NoPrepend
56897|0|NoPrepend
49981|0|NoPrepend
35566|0;1|Mixed
12668|0|NoPrepend
51167|0|NoPrepend
12737|2;0|Mixed
49665|0|NoPrepend
51828|0|NoPrepend
59587|0|NoPrepend
31721|0;1|Mixed
201678|0|NoPrepend
57293|0|NoPrepend
12390|0;2|Mixed
61425|0|NoPrepend
34079|0|NoPrepend
29075|0|NoPrepend
42708|2;0|Mixed
47622|3;0|Mixed
39309|3|Diverse
16125|0;3;2|Mixed
48284|0|NoPrepend
12521|0|NoPrepend
49984|0|NoPrepend
49544|2;0|Mixed
56466|0|NoPrepend
59628|1|Uniform
12324|0|NoPrepend
201150|0|NoPrepend
49596|0|NoPrepend
39364|0|NoPrepend
44090|0|NoPrepend
60138|0|NoPrepend
8448|0|NoPrepend
39642|0|NoPrepend
50719|0|NoPrepend
49349|0|NoPrepend
199195|1;0|Mixed
57332|1;0;3|Mixed
21497|0|NoPrepend
51074|0|NoPrepend
30781|0|NoPrepend
24843|0;1|Mixed
2187|0|NoPrepend
198411|1|Uniform
51701|0;2|Mixed
15879|0|NoPrepend
44498|0;2|Mixed
49765|0;1|Mixed
12741|2;0|Mixed
29007|0|NoPrepend
25369|2|Binary
58299|0|NoPrepend
35206|0|NoPrepend
39045|0|NoPrepend
198869|0|NoPrepend
43578|0|NoPrepend
53340|3;0|Mixed
36352|0;1|Mixed
33182|0;2;1|Mixed
58431|0|NoPrepend
50478|0|NoPrepend
8580|0|NoPrepend
13174|0|NoPrepend
48612|0|NoPrepend
39001|0|NoPrepend
50406|2|Binary
39858|2|Binary
29190|2;0|Mixed
42610|2|Binary
1257|2;0|Mixed
15895|0|NoPrepend
31034|0|NoPrepend
58056|0|NoPrepend
42277|0|NoPrepend
199566|0|NoPrepend
41369|2;0|Mixed
12714|0|NoPrepend
61255|0|NoPrepend
44725|0|NoPrepend
35542|0|NoPrepend
59666|0|NoPrepend
59674|0|NoPrepend
3223|0|NoPrepend
60118|0|NoPrepend
199204|0|NoPrepend
199205|0|NoPrepend
12688|0|NoPrepend
197328|0|NoPrepend
200429|0|NoPrepend
60222|2|Binary
204963|0|NoPrepend
201887|0|NoPrepend
9140|0|NoPrepend
41552|0|NoPrepend
34700|0|NoPrepend
21310|0|NoPrepend
768|0|NoPrepend
27085|0|NoPrepend
745|0|NoPrepend
1541|0|NoPrepend
1479|0|NoPrepend
1480|0|NoPrepend
27064|0;1|Mixed
83|0|NoPrepend
1504|0;1|Mixed
1494|0|NoPrepend
1498|0|NoPrepend
367|0|NoPrepend
721|0|NoPrepend
1506|0|NoPrepend
1452|0|NoPrepend
1505|0|NoPrepend
1461|0|NoPrepend
1518|0|NoPrepend
31949|0;2|Mixed
395662|0|NoPrepend
394558|0|NoPrepend
